EVA_NR;DS100;IFOPT;NAME;Verkehr;Laenge;Breite;Betreiber_Name;Betreiber_Nr;Status
8013070;LSTG;de:14713:8013070;Leipzig Allee-Center;RV;12,291748;51,319158;DB Station und Service AG;6091;
8013071;UST;de:16070:8013071;Stützerbach;nur DPN;10,857915;50,639479;Rennsteigbahn GmbH & Co. KG;;
8013072;WSBN;de:13072:1589;Subzin-Liessow;RV;12,347623;53,891919;DB Station und Service AG;6093;
8013073;WSLT;de:13076:9010;Sülstorf;RV;11,388039;53,513998;DB Station und Service AG;6106;
8013074;USUE;de:16070:8013074;Sülzenbrücken;nur DPN;10,895873;50,887391;DB Station und Service AG;6120;
8013077;USLH;de:16054:8013077;Suhl-Heinrichs;nur DPN;10,638454;50,602098;DB Station und Service AG;6101;
8013079;WSU;de:13076:7307;Sukow(b Schwerin);nur DPN;11,559558;53,554785;DB Station und Service AG;6103;
8013080;DSY;de:14523:1137;Syrau;nur DPN;12,085313;50,544769;DB Station und Service AG;6130;
8013083;LTH;de:15090:8013083;Tangerhütte;RV;11,809943;52,433869;DB Station und Service AG;6138;
8013084;LTM;de:15090:8013084;Tangermünde;nur DPN;11,969957;52,545741;DB Station und Service AG;6139;
8013085;LTMW;de:15090:8013085;Tangermünde West;nur DPN;11,960454;52,547736;DB Station und Service AG;7973;
8013087;DTA;de:14729:8013087;Tanndorf;nur DPN;12,8481996;51,1615533;DB Station und Service AG;6142;
8013089;UTA;de:16071:8013089;Tannroda;nur DPN;11,247149;50,862446;DB Station und Service AG;6145;
8013090;WTA;de:12073:900341224;Tantow;RV;14,347926;53,269275;DB Station und Service AG;6146;
8013092;DTB;de:14625:7288;Taubenheim(Spree);nur DPN;14,480637;51,0422;DB Station und Service AG;6151;
8013093;LTC;de:14730:8013093;Taucha(Leipzig);RV;12,4844706;51,3790166;DB Station und Service AG;6154;
8013095;LTNH;de:14729:8013095;Tautenhain;RV;12,6791078;51,0900632;DB Station und Service AG;6158;
8013097;LTE;de:15088:8013097;Teicha;nur DPN;11,9592941;51,5550546;DB Station und Service AG;6160;
8013100;BTL;de:12069:900220001;Teltow;RV;13,300441;52,388282;DB Station und Service AG;6165;
8013102;WTAD;de:12073:900340779;Templin-Ahrensdorf;nur DPN;13,575789;53,112287;Niederbarnimer Eisenbahn AG;;
8013104;WTHN;de:13073:11064;Teschenhagen;RV;13,374233;54,389367;DB Station und Service AG;6172;
8013105;WTOW;de:13072:1050;Teschow;RV;11,637959;53,994354;DB Station und Service AG;6173;
8013106;WTI;de:13072:1057;Tessin;RV;12,462614;54,032017;DB Station und Service AG;6174;
8013109;BTPI;de:12061:900260016;Groß Köris;RV;13,650807;52,159607;DB Station und Service AG;6180;
8013110;LTT;de:15088:8013110;Teutschenthal;nur DPN;11,782738;51,464358;DB Station und Service AG;6181;
8013111;LTTO;de:15088:8013111;Teutschenthal Ost;nur DPN;11,819821;51,465749;DB Station und Service AG;6182;
8013112;LTL;de:15085:8013112;Thale Hbf;nur DPN;11,031048;51,746047;DB Station und Service AG;6184;
8013114;DTH;de:14628:1200;Tharandt;RV;13,592111;50,982872;DB Station und Service AG;6191;
8013115;LT;de:15084:8013115;Theißen;RV;12,106626;51,090429;DB Station und Service AG;6194;
8013123;BTHR;de:12072:900245037;Thyrow;RV;13,259634;52,247228;DB Station und Service AG;6208;
8013124;DTFN;de:14627:5877;Tiefenau;nur DPN;13,413904;51,390689;DB Station und Service AG;6210;
8013125;LTLM;de:15085:8013125;Thale Musestieg;nur DPN;11,04688;51,751434;DB Station und Service AG;2459;
8013129;UTP;de:16076:8013129;Töppeln;nur DPN;12,006161;50,890855;DB Station und Service AG;6227;
8013131;WTO;de:13075:7479;Torgelow;RV;14,008758;53,63462;DB Station und Service AG;6229;
8013132;WTH;de:13075:4233;Trassenheide;RV;13,868517;54,081378;Usedomer Bäderbahn GmbH;;
8013137;BTN;de:12072:900245010;Trebbin;RV;13,230382;52,217618;DB Station und Service AG;6242;
8013138;LTRL;de:16077:8013138;Treben-Lehma;RV;12,440947;51,046935;DB Station und Service AG;6243;
8013141;BTZ;de:12064:900321780;Trebnitz(Mark);nur DPN;14,216504;52,538262;DB Station und Service AG;6247;
8013144;DTRE;de:14523:517;Treuen;nur DPN;12,301859;50,547935;DB Station und Service AG;6253;
8013145;BTZN;de:12069:900220164;Treuenbrietzen;nur DPN;12,857911;52,091919;DB Station und Service AG;6254;
8013146;BTZS;de:12069:900220165;Treuenbrietzen Süd;nur DPN;12,880916;52,080609;DB Station und Service AG;6255;
8013150;UTB;de:16076:8013150;Triebes;nur DPN;12,023306;50,688044;DB Station und Service AG;6262;
8013156;WUMH;de:13075:22;Ueckermünde Stadthafen;RV;14,052233;53,736202;DB Station und Service AG;8162;
8013158;LUS;de:15090:8013158;Uchtspringe;nur DPN;11,592243;52,543674;DB Station und Service AG;6303;
8013159;UUD;de:16061:8013159;Uder;RV;10,062149;51,367042;DB Station und Service AG;6306;
8013160;LUEB;de:12062:900415467;Uebigau;RV;13,296519;51,585421;DB Station und Service AG;6308;
8013161;WUEK;de:13075:4241;Ückeritz;RV;14,049809;54,013918;Usedomer Bäderbahn GmbH;;
8013162;WUM;de:13075:6471;Ueckermünde;RV;14,05408;53,733923;DB Station und Service AG;6309;
8013164;UUS;de:16073:8013164;Uhlstädt;RV;11,462662;50,741642;DB Station und Service AG;6317;
8013165;BUD;de:14626:8565;Uhsmannsdorf;nur DPN;14,894309;51,328137;DB Station und Service AG;6318;
8013166;BUS;de:14626:8425;Uhyst;nur DPN;14,5090556;51,3628449;DB Station und Service AG ?;;
8013168;DUD;de:14628:3674;Ulbersdorf;RV;14,219801;50,955621;DB Station und Service AG;6321;
8013171;UUZ;de:16073:8013171;Unterloquitz;RV;11,391975;50,580446;DB Station und Service AG;6358;
8013172;UUM;de:16066:8013172;Untermaßfeld;nur DPN;10,415475;50,536633;DB Station und Service AG;6360;
8013173;DUN;de:14521:55991;Unterneudorf;nur DPN;12,97461;50,493693;Sächsische Dampfeisenbahngesellschaft mbH;;
8013174;UUW;de:16073:8013174;Unterwellenborn;nur DPN;11,435073;50,659253;DB Station und Service AG;6368;
8013175;DUW;de:14521:22056;Unterwiesenthal;nur DPN;12,989118;50,42776;Sächsische Dampfeisenbahngesellschaft mbH;;
8013177;WUTZ;de:13071:3673;Utzedel;RV;13,116222;53,860724;DB Station und Service AG;6383;
8013179;UVA;de:16066:8013179;Vachdorf;nur DPN;10,538533;50,529337;DB Station und Service AG;6387;
8013180;LVA;de:15083:8013180;Vahldorf;nur DPN;11,499764;52,252389;DB Station und Service AG;6389;
8013183;BVLZ;de:12065:900203671;Vehlefanz;RV;13,114827;52,722332;DB Station und Service AG;6401;
8013184;UVF;de:16069:8013184;Veilsdorf;nur DPN;10,813763;50,41533;DB Station und Service AG;6402;
8013185;BVLT;de:12065:900200004;Velten(Mark);RV;13,172034;52,684889;DB Station und Service AG;6406;
8013186;WVE;de:13074:7474;Ventschow;RV;11,580016;53,787208;DB Station und Service AG;6407;
8013188;BV;de:12066:900435884;Vetschau;RV;14,081023;51,789759;DB Station und Service AG;6411;
8013190;DVR;de:14521:55989;Vierenstraße;nur DPN;12,967797;50,466902;Sächsische Dampfeisenbahngesellschaft mbH;;
8013191;UVU;de:16066:8013191;Viernau;nur DPN;10,558908;50,667106;DB Station und Service AG;6414;
8013192;UVI;de:16051:8013192;Vieselbach;nur DPN;11,1383289;50,9929503;DB Station und Service AG;6416;
8013194;LVG;de:15090:8013194;Vinzelberg;nur DPN;11,67196;52,569185;DB Station und Service AG;6425;
8013198;WVOG;de:12065:900203956;Vogelsang(Gransee);nur DPN;13,385687;53,037712;DB Station und Service AG;6433;
8013201;DVO;de:14524:57110;Voigtsgrün;nur DPN;12,426541;50,634018;DB Station und Service AG;6442;
8013202;UVO;de:16065:8013202;Voigtstedt;nur DPN;11,306824;51,391632;DB Station und Service AG;6443;
8013205;LWH;de:15086:8013205;Wahlitz;RV;11,788868;52,109177;DB Station und Service AG;6467;
8013210;BWA;de:12061:900261973;Walddrehna;RV;13,617249;51,772723;DB Station und Service AG;6479;
8013215;UWD;de:16066:8013215;Walldorf(Werra);nur DPN;10,390843;50,617603;DB Station und Service AG;6504;
8013217;UWAL;de:15087:8013217;Wallhausen(Helme);nur DPN;11,206677;51,4620256;DB Station und Service AG;6511;
8013220;LWWZ;de:15088:8013220;Wallwitz(Saalkr);nur DPN;11,921079;51,581758;DB Station und Service AG;6514;
8013221;UWL;de:16068:8013221;Walschleben;RV;10,955958;51,067881;DB Station und Service AG;6518;
8013222;WWL;de:12068:900205023;Walsleben;RV;12,679027;52,947039;DB Station und Service AG;6519;
8013223;UWN;de:16067:8013223;Waltershausen;nur DPN;10,563743;50,90073;DB Station und Service AG;6522;
8013224;USNT,UWNS;de:16067:8013224;Waltershausen Schnepfenthal;nur DPN;10,576211;50,883974;DB Station und Service AG;6523;
8013226;UWA;de:16067:8013226;Wandersleben;RV;10,852498;50,906666;DB Station und Service AG;6526;
8013227;BWAZ;de:12060:900350169;Wandlitz;nur DPN;13,46615;52,744823;Niederbarnimer Eisenbahn AG;;
8013228;BWAS;de:12060:900350170;Wandlitzsee;nur DPN;13,474025;52,755967;Niederbarnimer Eisenbahn AG;;
8013230;LWAN;de:15087:8013230;Wansleben am See;nur DPN;11,746764;51,462417;DB Station und Service AG;6535;
8013232;WWAH;de:13071:7067;Warenshof;nur DPN;12,645419;53,530788;Regio Infra Nord-Ost GmbH & Co. KG;;
8013236;WWM;de:13003:1500;Warnemünde;FV;12,091271;54,176852;DB Station und Service AG;6545;
8013237;WWMW;de:13003:926;Warnemünde Werft;RV;12,085638;54,16932;DB Station und Service AG;6546;
8013238;WWAN;de:12073:900340056;Warnitz(Uckermark);RV;13,876684;53,182031;DB Station und Service AG;6548;
8013240;UWG;de:15084:8013240;Wangen(Unstrut);nur DPN;11,545293;51,271505;Deutsche Regionaleisenbahn GmbH;;
8013244;UWTL;de:16065:8013244;Wasserthaleben;RV;10,8902943;51,2584572;DB Station und Service AG;6563;
8013245;UWS;de:16066:8013245;Wasungen;nur DPN;10,359287;50,662895;DB Station und Service AG;6566;
8013247;DWSN;de:14628:3130;Weesenstein;nur DPN;13,862885;50,936358;DB Station und Service AG;6577;
8013248;LWF;de:15083:8013248;Wefensleben;RV;11,155205;52,17694;DB Station und Service AG;6580;
8013250;LWST;de:15083:8013250;Wegenstedt;nur DPN;11,208882;52,387075;DB Station und Service AG;6586;
8013251;UWEM;de:16076:8013251;Weida Mitte;nur DPN;12,055613;50,776506;DB Station und Service AG;6304;
8013253;DWEI;de:14625:7063;Weickersdorf(Sachs);nur DPN;14,151122;51,110906;DB Station und Service AG;6593;
8013254;UWEA;de:16076:8013254;Weida Altstadt;nur DPN;12,058457;50,76787;DB Station und Service AG;6596;
8013256;UWMB;de:16055:8013256;Weimar Berkaer Bf;nur DPN;11,313686;50,980626;DB Station und Service AG;6619;
8013258;WWSN;de:12070:900216013;Weisen;RV;11,787505;53,025546;DB Station und Service AG;6625;
8013259;LWG;de:15082:8013259;Weißandt-Gölzau;RV;12,028765;51,66967;DB Station und Service AG;6629;
8013261;UWWE;de:15084:8013261;Weißenfels West;RV;11,943964;51,194482;DB Station und Service AG;6634;
8013263;DWRO;de:14627:4220;Weißes Roß;nur DPN;13,661618;51,106628;Sächsische Dampfeisenbahngesellschaft mbH;;
8013266;UWMT;de:16055:8013266;Weimar West;nur DPN;11,311561;50,988083;DB Station und Service AG;7110;
8013267;DWEW;de:14627:4401;Weinböhla Hp;RV;13,561549;51,159098;DB Station und Service AG;8114;
8013268;DWX;de:14612:6589;Weixdorf;nur DPN;13,8066763;51,1500397;DB Station und Service AG;6648;
8013269;DWXB;de:14612:6584;Weixdorf Bad;nur DPN;13,802003;51,140116;DB Station und Service AG;6649;
8013271;LWL;de:15083:8013271;Wellen(Magdeburg);RV;11,432138;52,136163;DB Station und Service AG;6654;
8013272;BWZ;de:12067:900311612;Wellmitz;RV;14,714896;52,064644;DB Station und Service AG;6658;
8013275;LWND;de:15091:8013275;Lutherstadt Wittenberg-Labetz;RV;12,694192;51,871456;DB Station und Service AG;6667;
8013278;BWSD;de:12065:900200035;Wensickendorf;nur DPN;13,386685;52,754973;Niederbarnimer Eisenbahn AG;;
8013279;WWLS;de:12060:900350502;Joachimsthal Kaiserbahnhof;nur DPN;13,755016;52,963952;DB Station und Service AG;6676;
8013280;DWND;de:14524:53280;Werdau Nord;RV;12,371521;50,743676;DB Station und Service AG;6679;
8013285;BWER;de:12060:900350172;Werneuchen;nur DPN;13,73831;52,637456;DB Station und Service AG;6690;
8013286;LWDE;de:15085:8013286;Wernigerode Elmowerk;nur DPN;10,769264;51,838791;DB Station und Service AG;6693;
8013291;UWTH;de:16062:8013291;Werther;RV;10,7421452;51,4699192;DB Station und Service AG;6700;
8013293;WWE;de:13071:5770;Wesenberg;nur DPN;12,962746;53,286702;Regio Infra Nord-Ost GmbH & Co. KG;;
8013295;DWES;de:14522:55201;Westewitz-Hochweitzschen;nur DPN;13,027851;51,137616;DB Station und Service AG;6717;
8013297;LWZE;de:15084:8013297;Wetterzeube;nur DPN;12,012642;51,008351;DB Station und Service AG;6729;
8013305;BWSU;de:12067:900311620;Wiesenau;RV;14,583905;52,231321;DB Station und Service AG;6751;
8013313;WWLD;de:12073:900341270;Wilmersdorf(Angerm);RV;13,892457;53,111628;DB Station und Service AG;6783;
8013315;UWIR;de:16061:8013315;Wingerode;RV;10,240509;51,389707;DB Station und Service AG;6797;
8013318;UWIP;de:16062:8013318;Wipperdorf;nur DPN;10,661064;51,452958;DB Station und Service AG;6812;
8013322;WWT;de:13073:2299;Wittenhagen;RV;13,05605;54,184004;DB Station und Service AG;6827;
8013324;DWIM;de:14511:59999;Wittgensdorf Mitte;nur DPN;12,869759;50,874386;DB Station und Service AG;6829;
8013329;UWLH;de:16066:8013329;Wölfershausen;nur DPN;10,436588;50,491507;DB Station und Service AG;6854;
8013332;LWOZ;de:15091:3826;Wörlitz;nur DPN;12,421732;51,837865;Dessauer Verkehrs- und Eisenbahngesellschaft mbH;;
8013333;UWOF;de:16062:8013333;Woffleben;RV;10,7213949;51,5559675;DB Station und Service AG;6844;
8013334;UWOL;de:16076:8013334;Wolfsgefärth;nur DPN;12,07314;50,816277;DB Station und Service AG;7997;
8013335;LWO;de:15082:8013335;Wolfen(Bitterfeld);RV;12,279563;51,661159;DB Station und Service AG;6849;
8013336;LWOR;de:15087:8013336;Wolferode;nur DPN;11,508752;51,512244;DB Station und Service AG;6851;
8013339;WWO;de:13075:4001;Wolgast;RV;13,769087;54,043949;Usedomer Bäderbahn GmbH;;
8013340;WWOH;de:13075:34;Wolgast Hafen;RV;13,779963;54,051845;Usedomer Bäderbahn GmbH;;
8013341;WWOF;de:13075:35;Wolgaster Fähre;RV;13,790624;54,056376;Usedomer Bäderbahn GmbH;;
8013344;LWLS;de:15083:8013344;Wolmirstedt;RV;11,635619;52,250359;DB Station und Service AG;6873;
8013345;BWOL;de:12072:900245014;Woltersdorf/Nuthe-Urstromtal;RV;13,195281;52,117362;DB Station und Service AG;6877;
8013348;DWU;de:14627:5854;Wülknitz;nur DPN;13,389256;51,369021;DB Station und Service AG;6906;
8013349;UWFN;de:16076:8013349;Wünschendorf Nord;nur DPN;12,077948;50,817438;DB Station und Service AG;6909;
8013350;BWUE;de:12072:900245022;Wünsdorf-Waldstadt;RV;13,468145;52,165559;DB Station und Service AG;6910;
8013352;WWSF;de:13073:2305;Wüstenfelde;RV;13,13961;54,230272;DB Station und Service AG;6954;
8013354;WWST;de:13004:2022;Schwerin-Wüstmark;nur DPN;11,399627;53,584045;DB Station und Service AG;6961;
8013357;LWU;de:15082:8013357;Wulfen(Anh);RV;11,922141;51,818681;DB Station und Service AG;6901;
8013360;UWCH;de:16075:8013360;Wurzbach(Thür);nur DPN;11,543131;50,466172;DB Station und Service AG;6944;
8013361;LWZ;de:14729:8013361;Wurzen;RV;12,738972;51,364418;DB Station und Service AG;6950;
8013362;LWZW;de:14729:8013362;Bennewitz;RV;12,70843;51,355926;DB Station und Service AG;6951;
8013363;WWH;de:12068:900205663;Wusterhausen(Dosse) NE;nur DPN;12,456704;52,888351;Regio Infra Nord-Ost GmbH & Co. KG;;
8013365;LWUZ;de:12069:900220249;Wusterwitz;RV;12,37425;52,385112;DB Station und Service AG;6960;
8013366;UWU;de:16063:8013366;Wutha;RV;10,396598;50,957099;DB Station und Service AG;6963;
8013367;WWU;de:12070:900216060;Wutike;nur DPN;12,352854;53,004316;Regio Infra Nord-Ost GmbH & Co. KG;;
8013368;DZT;de:14627:5394;Zabeltitz;RV;13,5156941;51,3489358;DB Station und Service AG;6968;
8013370;WZN;de:13076:4810;Zachun;RV;11,324498;53,502653;DB Station und Service AG;6970;
8013371;LZA;de:15091:8013371;Zahna;RV;12,781211;51,919969;DB Station und Service AG;6971;
8013373;WZAR;de:13073:2182;Zarrendorf;RV;13,08003;54,240747;DB Station und Service AG;6976;
8013376;BZS;de:12061:900260014;Zeesen;RV;13,635143;52,264863;DB Station und Service AG;6979;
8013377;WZE;de:12065:900203853;Zehdenick(Mark);nur DPN;13,317482;52,979387;DB Station und Service AG;6980;
8013378;WZEN;de:12065:900203898;Zehdenick-Neuhof;nur DPN;13,345779;53,0057;DB Station und Service AG;6981;
8013381;DZNH;de:14627:5602;Zeithain;nur DPN;13,344552;51,330206;DB Station und Service AG;6985;
8013383;UZLW;de:16066:8013383;Zella-Mehlis West;nur DPN;10,649535;50,658552;DB Station und Service AG;6993;
8013384;LZD;de:12072:900245303;Zellendorf;RV;13,066853;51,89431;DB Station und Service AG;6994;
8013385;WZP;de:13075:4235;Zempin;RV;13,959447;54,06598;Usedomer Bäderbahn GmbH;;
8013389;LZE;de:15082:8013389;Zerbst/Anhalt;RV;12,088931;51,953821;DB Station und Service AG;7002;
8013392;BZF;de:12061:900260011;Zernsdorf;nur DPN;13,693338;52,299404;DB Station und Service AG;7005;
8013393;WZIN;de:13075:6004;Zerrenthin;RV;14,097895;53,49939;DB Station und Service AG;7006;
8013396;UZU;de:16076:8013396;Zeulenroda unt Bf;nur DPN;12,011351;50,659376;DB Station und Service AG;7009;
8013398;UZE;de:16073:8013398;Zeutsch;RV;11,508263;50,754927;DB Station und Service AG;7011;
8013402;LZI;de:15083:8013402;Zielitz;RV;11,680214;52,296293;DB Station und Service AG;7016;
8013406;BZIL;de:12067:900311631;Ziltendorf;RV;14,616335;52,199513;DB Station und Service AG;7023;
8013409;WZIR;de:13071:5718;Zirtow-Leussow;nur DPN;12,88692;53,281036;Regio Infra Nord-Ost GmbH & Co. KG;;
8013410;DZH;de:14626:9599;Zittau Hp;nur DPN;14,816982;50,898671;Sächsisch-Oberlausitzer Eisenbahngesellschaft mbH;;
8013411;DZS;de:14626:9596;Zittau Süd;nur DPN;14,814749;50,890238;Sächsisch-Oberlausitzer Eisenbahngesellschaft mbH;;
8013412;DZV;de:14626:9577;Zittau Vorstadt;nur DPN;14,79187;50,890364;Sächsisch-Oberlausitzer Eisenbahngesellschaft mbH;;
8013413;DZL;de:14626:8775;Zoblitz;nur DPN;14,750741;51,123578;DB Station und Service AG;7037;
8013414;LZBR;de:15088:8013414;Zöberitz;RV;12,033458;51,50461;DB Station und Service AG;7036;
8013418;LZGL;de:15091:8013418;Zörnigall;RV;12,731558;51,882935;DB Station und Service AG;7046;
8013424;DZSC;de:14522:55205;Zschaitz;nur DPN;13,1566805;51,1687454;DB Station und Service AG;7051;
8013425;LZBN;de:15088:8013425;Zscherben;nur DPN;11,865125;51,467695;DB Station und Service AG;7053;
8013428;LZS;de:14730:8013428;Zschortau;RV;12,3613358;51,483688;DB Station und Service AG;7056;
8013429;BZUH;de:12065:900203211;Zühlsdorf;nur DPN;13,403535;52,732698;Niederbarnimer Eisenbahn AG;;
8013432;LSBU;de:15085:8013432;Stapelburg;nur DPN;10,671721;51,900281;DB Station und Service AG;5967;
8013433;DZWP;de:14524:1117;Zwickau-Pölbitz;nur DPN;12,479662;50,737212;DB Station und Service AG;7070;
8013436;DZWZ;de:14523:1142;Zwota-Zechenbach;nur DPN;12,399987;50,351134;DB Station und Service AG;7078;
8013437;DZWO;de:14523:1141;Zwota;nur DPN;12,427735;50,352621;DB Station und Service AG;7077;
8013439;LBK;de:15085:8013439;Blankenburg(Harz);nur DPN;10,961184;51,795824;DB Station und Service AG;686;
8013444;DM;de:14612:1;Dresden Mitte;RV;13,724109;51,056168;DB Station und Service AG;1345;
8013445;DPA;de:14628:1102;Freital-Potschappel;RV;13,662552;51,013894;DB Station und Service AG;1914;
8013447;LGDG;de:14729:8013447;Zwenkau-Großdalzig;nur DPN;12,271154;51,208264;DB Station und Service AG;2297;
8013448;LHSS;de:15002:8013448;Halle-Silberhöhe;RV;11,966801;51,445546;DB Station und Service AG;5856;
8013450;DCHP;de:14511:30085;Chemnitz-Hilbersdorf;nur DPN;12,953879;50,861934;DB Station und Service AG;1050;
8013452;ULB;de:16075:8013452;Bad Lobenstein;nur DPN;11,6418064;50,452415;DB Station und Service AG;3753;
8013455;LMHR;de:15003:8013455;Magdeburg Herrenkrug;RV;11,676379;52,14545;DB Station und Service AG;7971;
8013456;LMB;de:15003:8013456;Magdeburg-Buckau;FV;11,63004;52,109204;DB Station und Service AG;3884;
8013459;DNIE;de:14521:20404;Niederdorf(Erzgeb);nur DPN;12,782341;50,728308;City-Bahn Chemnitz GmbH;;
8013461;DOT;de:14730:8013461;Oschatz;RV;13,1040555;51,3117403;DB Station und Service AG;4783;
8013465;LSBF;de:15089:8013465;Schönebeck-Felgeleben;RV;11,757148;52,000747;DB Station und Service AG;5647;
8013467;BBEL;de:12069:900220005;Beelitz-Heilstätten;RV;12,926057;52,262345;DB Station und Service AG;452;
8013468;BBZS;de:12069:900220938;Beelitz Stadt;nur DPN;12,96686;52,239395;DB Station und Service AG;451;
8013470;BBRN;de:12060:900350160:2;Bernau(b Berlin);FV;13,5926414;52,6755689;DB Station und Service AG;571;
8013471;LBO;de:14729:8013471;Böhlen(Leipzig);RV;12,381991;51,203037;DB Station und Service AG;749;
8013472;BBRI;de:12063:900210326;Brieselang;RV;13,001394;52,582549;DB Station und Service AG;885;
8013474;UCB;de:16074:8013474;Camburg(Saale);RV;11,70468;51,050857;DB Station und Service AG;1026;
8013475;DF;de:14612:192;Dresden-Friedrichstadt;RV;13,708151;51,056034;DB Station und Service AG;1348;
8013476;DPL;de:14612:166;Dresden-Plauen;RV;13,70317;51,02963;DB Station und Service AG;1355;
8013477;BERK;de:12067:900310004:1;Erkner;RV;13,7522435;52,4275606;DB Station und Service AG;1645;
8013479;BFKS;de:12063:900210010;Falkensee;RV;13,089636;52,559772;DB Station und Service AG;1757;
8013480;BFLZ;de:12069:900220303;Ferch-Lienewitz;RV;12,964073;52,303553;DB Station und Service AG;1777;
8013481;BGOL;de:12054:900220010;Golm;RV;12,971864;52,409774;DB Station und Service AG;2178;
8013483;BHND;de:12065:900200000;Hennigsdorf(b Berlin);RV;13,2053357;52,6382034;DB Station und Service AG;2691;
8013485;LMTW;de:15003:8013485;Magdeburg SKET Industriepark;RV;11,638277;52,097545;DB Station und Service AG;3883;
8013487;BOR;de:12065:900200005;Oranienburg;RV;13,249613;52,753653;DB Station und Service AG;4777;
8013489;BPOT;de:12063:900210001;Priort;RV;12,971374;52,516367;DB Station und Service AG;5038;
8013490;DRBN;de:14627:4209;Radebeul-Naundorf;RV;13,599101;51,110336;DB Station und Service AG;5086;
8013492;BSE;de:12069:900220004;Seddin;RV;12,985452;52,29184;DB Station und Service AG;5775;
8013493;BNY;de:14626:8488;Niesky;nur DPN;14,831897;51,298736;DB Station und Service AG ?;;
8013537;DTF;de:14626:9497;Teufelsmühle;nur DPN;14,751792;50,853298;Sächsisch-Oberlausitzer Eisenbahngesellschaft mbH;;
8013539;WBEU;de:13073:11736;Beuchow;nur DPN;13,502454;54,362122;Eisenbahn-Bau- und Betriebsgesellschaft Pressnitztalbahn mbH;;
8013547;UHL;de:16056:8013547;Hörschel Hp;nur DPN;10,233271;51,007795;DB Station und Service AG;2920;
8013548;UHER;de:06636:206159;Herleshausen Hp;nur DPN;10,171661;51,002642;DB Station und Service AG;2715;
8017041;MGRI;de:09180:90199;Griesen(Oberbay);RV;10,94612;47,478217;DB Station und Service AG;2271;
8017042;MUGR;de:09180:10108;Untergrainau;RV;11,042821;47,481117;DB Station und Service AG;6347;
8017050;DKW;de:14511:30381;Chemnitz Küchwald;nur DPN;12,9121971;50,8550509;DB Station und Service AG ?;8298;
8017218;DHUS;de:14522:70743;Holzhau Skilift;nur DPN;13,575722;50,7338341;RP Eisenbahn GmbH;;
8017219;DBFO;de:14522:55992;Berthelsdorf(Erzgebirge) Ort;nur DPN;13,380147;50,86789;RP Eisenbahn GmbH;;
8017220;DRBS;de:14522:70450;Rechenberg Schule;nur DPN;13,543734;50,737144;RP Eisenbahn GmbH;;
8017345;WLAU;de:13073:11082;Lauterbach(Rügen);nur DPN;13,500754;54,345215;Eisenbahn-Bau- und Betriebsgesellschaft Pressnitztalbahn mbH;;
8017346;WFAP;de:12070:900215017;Falkenhagen Gewerbepark Prignitz;nur DPN;12,212613;53,213765;Regio Infra Nord-Ost GmbH & Co. KG;;
8017347;WPRW;de:12070:900215747;Pritzwalk West;nur DPN;12,164263;53,14461;Regio Infra Nord-Ost GmbH & Co. KG;;
8017349;WNPG;de:13075:4128;Neu Pudagla;RV;14,065198;54,000336;Usedomer Bäderbahn GmbH;;
8017400;DCACC;de:14511:30532;Chemnitz Alt Chemnitz Center;nur DPN;12,917936;50,796374;City-Bahn Chemnitz GmbH;;
8017401;DCHAR;de:14511:30650;Chemnitz Riemenschneiderstraße;nur DPN;12,925472;50,785384;City-Bahn Chemnitz GmbH;;
8017402;DCACE;de:14511:30034;Chemnitz Erdmannsdorfer Straße;nur DPN;12,911969;50,811211;City-Bahn Chemnitz GmbH;;
8017403;DCS G;de:14511:30037;Chemnitz Gustav-Freytag-Straße;nur DPN;12,920266;50,825596;City-Bahn Chemnitz GmbH;;
8017404;DLTSS;de:14524:53996;Lichtenstein Ernst-Schneller-Siedlung;nur DPN;12,625858;50,764466;City-Bahn Chemnitz GmbH;;
8017405;DLGL;de:14524:53995;Lichtenstein Gewerbegebiet;nur DPN;12,632105;50,775285;City-Bahn Chemnitz GmbH;;
8017406;DLTSH;de:14524:53997;Lichtenstein Hartensteiner Straße;nur DPN;12,63619;50,74607;City-Bahn Chemnitz GmbH;;
8017407;DC  M;de:14511:30270;Chemnitz Moritzhof;nur DPN;12,919931;50,82976;City-Bahn Chemnitz GmbH;;
8017408;DOE B;de:14521:53999;Oelsnitz Bahnhofstraße;nur DPN;12,6980925;50,7270159;City-Bahn Chemnitz GmbH;;
8017409;DCACR;de:14511:30035;Chemnitz Rösslerstraße;nur DPN;12,91413;50,816899;City-Bahn Chemnitz GmbH;;
8017410;DC  R;de:14511:30075;Chemnitz Roter Turm;nur DPN;12,923074;50,834509;City-Bahn Chemnitz GmbH;;
8017411;DCACS;de:14511:30283;Chemnitz Scheffelstraße;nur DPN;12,911337;50,802279;City-Bahn Chemnitz GmbH;;
8017413;DCZWS;de:14511:30277;Chemnitz Schneeberger Straße;nur DPN;12,9220462;50,7942275;City-Bahn Chemnitz GmbH;;
8017414;DCACA;de:14511:30276;Chemnitz Schule Altchemnitz;nur DPN;12,913104;50,798923;City-Bahn Chemnitz GmbH;;
8017415;DSTOS;de:14521:20505;Stollberg Schlachthofstraße;nur DPN;12,778782;50,714229;City-Bahn Chemnitz GmbH;;
8017416;DC  T;de:14511:30004;Chemnitz Theaterplatz;nur DPN;12,925727;50,837311;City-Bahn Chemnitz GmbH;;
